Id,Class
2146,5
2147,2
2148,6
2149,1
2150,9
2151,8
2152,9
2153,9
2154,5
2155,6
2156,2
2157,1
2158,3
2159,7
2160,9
2161,5
2162,2
2163,2
2164,8
2165,0
2166,3
2167,7
2168,7
2169,3
2170,7
2171,1
2172,6
2173,7
2174,3
2175,9
2176,8
2177,1
2178,8
2179,9
2180,0
2181,1
2182,9
2183,3
2184,7
2185,3
2186,7
2187,1
2188,4
2189,7
2190,0
2191,0
2192,3
2193,7
2194,5
2195,1
2196,1
2197,7
2198,7
2199,3
2200,8
2201,7
2202,5
2203,1
2204,2
2205,1
2206,7
2207,6
2208,3
2209,4
2210,2
2211,9
2212,4
2213,3
2214,4
2215,8
2216,7
2217,9
2218,4
2219,2
2220,7
2221,0
2222,7
2223,0
2224,8
2225,7
2226,9
2227,7
2228,0
2229,1
2230,7
2231,9
2232,3
2233,3
2234,7
2235,1
2236,9
2237,8
2238,7
2239,1
2240,6
2241,4
2242,7
2243,1
2244,4
2245,0
2246,1
2247,2
2248,7
2249,5
2250,0
2251,2
2252,6
2253,2
2254,1
2255,7
2256,4
2257,2
2258,5
2259,9
2260,7
2261,3
2262,2
2263,9
2264,8
2265,7
2266,7
2267,1
2268,1
2269,3
2270,5
2271,2
2272,7
2273,1
2274,4
2275,8
2276,8
2277,8
2278,1
2279,1
2280,1
2281,2
2282,8
2283,8
2284,8
2285,9
2286,6
2287,4
2288,1
2289,4
2290,2
2291,2
2292,2
2293,0
2294,2
2295,1
2296,5
2297,2
2298,3
2299,6
2300,3
2301,3
2302,2
2303,2
2304,9
2305,4
2306,1
2307,9
2308,6
2309,9
2310,0
2311,1
2312,8
2313,1
2314,1
2315,8
2316,2
2317,5
2318,5
2319,7
2320,0
2321,7
2322,2
2323,7
2324,3
2325,2
2326,8
2327,1
2328,1
2329,2
2330,7
2331,9
2332,9
2333,2
2334,9
2335,3
2336,4
2337,9
2338,2
2339,9
2340,1
2341,2
2342,7
2343,3
2344,9
2345,7
2346,2
2347,2
2348,3
2349,9
2350,1
2351,1
2352,7
2353,0
2354,0
2355,7
2356,3
2357,8
2358,9
2359,9
2360,9
2361,4
2362,1
2363,4
2364,0
2365,0
2366,7
2367,9
2368,2
2369,9
2370,4
2371,9
2372,6
2373,6
2374,1
2375,1
2376,9
2377,0
2378,7
2379,2
2380,7
2381,1
2382,4
2383,9
2384,9
2385,2
2386,4
2387,7
2388,0
2389,4
2390,7
2391,1
2392,1
2393,3
2394,3
2395,8
2396,9
2397,2
2398,9
2399,1
2400,9
2401,0
2402,0
2403,3
2404,7
2405,7
2406,2
2407,7
2408,0
2409,2
2410,1
2411,1
2412,1
2413,1
2414,0
2415,7
2416,3
2417,3
2418,3
2419,8
2420,9
2421,2
2422,4
2423,9
2424,1
2425,1
2426,0
2427,1
2428,3
2429,0
2430,2
2431,9
2432,0
2433,3
2434,7
2435,5
2436,2
2437,8
2438,9
2439,9
2440,2
2441,3
2442,0
2443,1
2444,0
2445,7
2446,9
2447,1
2448,1
2449,7
2450,3
2451,3
2452,2
2453,7
2454,7
2455,8
2456,1
2457,7
2458,7
2459,5
2460,7
2461,1
2462,4
2463,1
2464,7
2465,2
2466,7
2467,5
2468,7
2469,2
2470,7
2471,7
2472,9
2473,1
2474,3
2475,7
2476,8
2477,4
2478,7
2479,5
2480,1
2481,3
2482,7
2483,1
2484,3
2485,9
2486,1
2487,5
2488,4
2489,1
2490,1
2491,1
2492,4
2493,9
2494,3
2495,4
2496,1
2497,4
2498,2
2499,1
2500,1
2501,2
2502,1
2503,1
2504,9
2505,6
2506,7
2507,1
2508,9
2509,5
2510,8
2511,2
2512,7
2513,7
2514,1
2515,9
2516,2
2517,1
2518,1
2519,5
2520,5
2521,7
2522,3
2523,1
2524,7
2525,1
2526,2
2527,1
2528,6
2529,1
2530,9
2531,7
2532,9
2533,2
2534,8
2535,7
2536,2
2537,1
2538,9
2539,5
2540,9
2541,4
2542,0
2543,7
2544,1
2545,8
2546,3
2547,3
2548,2
2549,0
2550,4
2551,8
2552,0
2553,1
2554,9
2555,2
2556,6
2557,7
2558,0
2559,9
2560,1
2561,1
2562,9
2563,2
2564,1
2565,3
2566,6
2567,2
2568,7
2569,8
2570,1
2571,9
2572,2
2573,1
2574,1
2575,4
2576,1
2577,2
2578,8
2579,1
2580,2
2581,1
2582,2
2583,8
2584,0
2585,3
2586,9
2587,3
2588,2
2589,4
2590,1
2591,9
2592,3
2593,1
2594,5
2595,5
2596,3
2597,5
2598,1
2599,2
2600,4
2601,3
2602,4
2603,3
2604,7
2605,1
2606,9
2607,1
2608,7
2609,4
2610,4
2611,9
2612,5
2613,0
2614,1
2615,2
2616,7
2617,2
2618,1
2619,1
2620,5
2621,1
2622,4
2623,8
2624,9
2625,3
2626,9
2627,1
2628,5
2629,4
2630,1
2631,2
2632,8
2633,3
2634,2
2635,2
2636,2
2637,6
2638,3
2639,4
2640,4
2641,0
2642,6
2643,2
2644,1
2645,9
2646,8
2647,2
2648,3
2649,1
2650,9
2651,9
2652,1
2653,3
2654,2
2655,0
2656,9
2657,7
2658,1
2659,1
2660,7
2661,7
2662,7
2663,2
2664,9
2665,6
2666,7
2667,4
2668,8
2669,1
2670,7
2671,1
2672,0
2673,1
2674,3
2675,8
2676,5
2677,5
2678,1
2679,1
2680,1
2681,0
2682,9
2683,9
2684,0
2685,1
2686,9
2687,3
2688,7
2689,2
2690,7
2691,2
2692,8
2693,3
2694,1
2695,7
2696,2
2697,3
2698,7
2699,7
2700,7
2701,2
2702,7
2703,0
2704,0
2705,7
2706,9
2707,3
2708,3
2709,7
2710,3
2711,9
2712,7
2713,1
2714,9
2715,1
2716,2
2717,9
2718,1
2719,4
2720,2
2721,7
2722,4
2723,5
2724,9
2725,1
2726,2
2727,1
2728,1
2729,7
2730,3
2731,9
2732,0
2733,2
2734,0
2735,1
2736,3
2737,9
2738,3
2739,1
2740,5
2741,8
2742,3
2743,8
2744,1
2745,1
2746,0
2747,6
2748,7
2749,7
2750,4
2751,5
2752,9
2753,6
2754,2
2755,2
2756,4
2757,7
2758,0
2759,2
2760,9
2761,8
2762,9
2763,2
2764,3
2765,4
2766,4
2767,3
2768,0
2769,9
2770,1
2771,5
2772,1
2773,9
2774,8
2775,1
2776,2
2777,7
2778,0
2779,7
2780,7
2781,7
2782,1
2783,2
2784,1
2785,6
2786,7
2787,7
2788,4
2789,7
2790,2
2791,1
2792,3
2793,5
2794,7
2795,9
2796,1
2797,1
2798,6
2799,1
2800,7
2801,9
2802,1
2803,7
2804,7
2805,9
2806,9
2807,2
2808,7
2809,1
2810,9
2811,1
2812,0
2813,7
2814,2
2815,4
2816,2
2817,7
2818,9
2819,8
2820,9
2821,9
2822,3
2823,2
2824,7
2825,1
2826,2
2827,7
2828,0
2829,1
2830,2
2831,4
2832,7
2833,2
2834,2
2835,4
2836,1
2837,4
2838,8
2839,7
2840,3
2841,1
2842,0
2843,8
2844,1
2845,1
2846,2
2847,9
2848,5
2849,0
2850,1
2851,9
2852,2
2853,0
2854,4
2855,5
2856,1
2857,0
2858,7
2859,1
2860,2
2861,7
2862,0
2863,5
2864,5
2865,3
2866,2
2867,7
2868,4
2869,1
2870,7
2871,9
2872,1
2873,0
2874,0
2875,0
2876,3
2877,2
2878,7
2879,0
2880,2
2881,1
2882,2
2883,9
2884,1
2885,3
2886,3
2887,9
2888,7
2889,8
2890,5
2891,5
2892,7
2893,9
2894,1
2895,7
2896,3
2897,0
2898,8
2899,1
2900,8
2901,1
2902,4
2903,3
2904,9
2905,9
2906,3
2907,0
2908,7
2909,9
2910,9
2911,9
2912,1
2913,1
2914,0
2915,7
2916,6
2917,4
2918,3
2919,7
2920,2
2921,3
2922,3
2923,7
2924,3
2925,0
2926,5
2927,1
2928,2
2929,2
2930,2
2931,4
2932,7
2933,0
2934,7
2935,0
2936,3
2937,1
2938,7
2939,8
2940,7
2941,2
2942,9
2943,2
2944,1
2945,6
2946,0
2947,5
2948,4
2949,9
2950,9
2951,9
2952,9
2953,8
2954,7
2955,9
2956,1
2957,8
2958,0
2959,1
2960,9
2961,1
2962,9
2963,1
2964,6
2965,0
2966,9
2967,5
2968,4
2969,7
2970,9
2971,5
2972,1
2973,0
2974,2
2975,2
2976,4
2977,2
2978,9
2979,9
2980,0
2981,9
2982,9
2983,7
2984,2
2985,7
2986,3
2987,2
2988,2
2989,0
2990,2
2991,1
2992,3
2993,0
2994,1
2995,3
2996,5
